Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Gross Income,Rating,Customer ID,Age,Membership Duration (Years),Visit Frequency
INV000863,A,Yangon,Member,Female,Home and lifestyle,52.68,4,10.54,221.26,2021-05-12,15:00,Credit card,210.72,4.76,10.54,9.3,C00123,45,1,6
INV000864,C,Mandalay,Member,Male,Food and beverages,36.03,4,7.21,151.33,2021-05-13,17:45,Ewallet,144.12,4.76,7.21,9.1,C00841,49,6,21
INV000865,B,Naypyitaw,Member,Female,Fashion accessories,44.08,3,6.61,138.85,2021-05-14,9:00,Credit card,132.23999999999998,4.76,6.61,8.2,C00940,63,4,17
INV000866,B,Naypyitaw,Member,Female,Fashion accessories,41.42,5,10.36,217.46,2021-05-15,16:15,Credit card,207.10000000000002,4.76,10.36,8.7,C00499,43,7,5
INV000867,A,Yangon,Member,Male,Sports and travel,57.01,8,22.8,478.88,2021-05-16,19:45,Cash,456.08,4.76,22.8,9.7,C00165,48,5,17
INV000868,C,Mandalay,Member,Female,Health and beauty,36.18,9,16.28,341.9,2021-05-17,10:30,Credit card,325.62,4.76,16.28,9.4,C00010,63,2,19
INV000869,C,Mandalay,Member,Female,Fashion accessories,52.48,2,5.25,110.21,2021-05-18,19:00,Ewallet,104.96,4.76,5.25,9.4,C00553,29,9,23
INV000870,A,Yangon,Normal,Female,Fashion accessories,44.61,2,4.46,93.68,2021-05-19,13:00,Ewallet,89.22000000000001,4.76,4.46,9.0,C00292,27,7,8
INV000871,A,Yangon,Member,Male,Health and beauty,43.26,4,8.65,181.69,2021-05-20,20:15,Ewallet,173.04,4.76,8.65,8.4,C00990,63,4,16
INV000872,C,Mandalay,Normal,Female,Health and beauty,45.98,3,6.9,144.84,2021-05-21,8:00,Cash,137.94,4.76,6.9,7.5,C00322,25,6,13
INV000873,C,Mandalay,Normal,Female,Sports and travel,62.2,1,3.11,65.31,2021-05-22,10:15,Credit card,62.2,4.76,3.11,8.9,C00500,45,7,16
INV000874,C,Mandalay,Normal,Female,Electronic accessories,75.89,5,18.97,398.42,2021-05-23,17:15,Credit card,379.45000000000005,4.76,18.97,9.9,C00527,34,2,23
INV000875,A,Yangon,Member,Male,Food and beverages,32.94,6,9.88,207.52,2021-05-24,17:45,Cash,197.64000000000001,4.76,9.88,8.7,C00918,63,5,20
INV000876,A,Yangon,Normal,Female,Home and lifestyle,50.03,7,17.51,367.72,2021-05-25,11:45,Cash,350.21000000000004,4.76,17.51,8.3,C00343,35,5,5
INV000877,C,Mandalay,Member,Female,Electronic accessories,74.54,2,7.45,156.53,2021-05-26,14:30,Credit card,149.08,4.76,7.45,9.9,C00024,22,7,23
INV000878,C,Mandalay,Member,Male,Home and lifestyle,52.58,2,5.26,110.42,2021-05-27,16:45,Ewallet,105.16,4.76,5.26,9.7,C00139,50,3,14
INV000879,C,Mandalay,Member,Female,Sports and travel,55.94,6,16.78,352.42,2021-05-28,9:45,Ewallet,335.64,4.76,16.78,7.4,C00493,57,5,9
INV000880,B,Naypyitaw,Normal,Male,Food and beverages,24.2,6,7.26,152.46,2021-05-29,14:15,Cash,145.20000000000002,4.76,7.26,6.4,C00399,23,2,21
INV000881,A,Yangon,Member,Male,Health and beauty,40.66,6,12.2,256.16,2021-05-30,15:00,Ewallet,243.96000000000004,4.76,12.2,8.1,C00802,34,3,5
INV000882,A,Yangon,Member,Male,Electronic accessories,70.75,3,10.61,222.86,2021-05-31,14:00,Credit card,212.25,4.76,10.61,9.5,C00548,29,2,21
INV000883,A,Yangon,Member,Male,Home and lifestyle,41.74,8,16.7,350.62,2021-06-01,17:15,Credit card,333.92,4.76,16.7,8.6,C00455,38,4,14
INV000884,A,Yangon,Member,Female,Sports and travel,70.1,4,14.02,294.42,2021-06-02,19:15,Credit card,280.40000000000003,4.76,14.02,6.6,C00415,33,9,5
INV000885,C,Mandalay,Member,Female,Food and beverages,27.13,5,6.78,142.43,2021-06-03,8:30,Cash,135.65,4.76,6.78,7.7,C00131,46,5,7
INV000886,A,Yangon,Member,Male,Fashion accessories,49.55,5,12.39,260.14,2021-06-04,20:30,Cash,247.75,4.76,12.39,8.7,C00246,21,1,13
INV000887,B,Naypyitaw,Member,Female,Fashion accessories,46.34,2,4.63,97.31,2021-06-05,11:45,Credit card,92.68,4.76,4.63,6.8,C00055,19,3,9
INV000888,A,Yangon,Normal,Male,Sports and travel,61.25,3,9.19,192.94,2021-06-06,11:00,Ewallet,183.75,4.76,9.19,9.3,C00623,61,7,16
INV000889,A,Yangon,Normal,Male,Electronic accessories,67.98,5,17.0,356.9,2021-06-07,18:00,Credit card,339.9,4.76,17.0,9.2,C00078,40,5,20
INV000890,C,Mandalay,Normal,Female,Sports and travel,64.11,5,16.03,336.58,2021-06-08,14:15,Ewallet,320.54999999999995,4.76,16.03,8.5,C00055,58,4,9
INV000891,B,Naypyitaw,Member,Male,Electronic accessories,75.91,4,15.18,318.82,2021-06-09,14:30,Ewallet,303.64,4.76,15.18,8.5,C00892,49,6,9
INV000892,C,Mandalay,Member,Male,Food and beverages,30.63,5,7.66,160.81,2021-06-10,11:30,Cash,153.15,4.76,7.66,8.1,C00395,54,9,15
INV000893,A,Yangon,Member,Male,Home and lifestyle,53.62,5,13.4,281.5,2021-06-11,13:15,Cash,268.1,4.76,13.4,9.9,C00753,25,8,23
INV000894,B,Naypyitaw,Member,Male,Food and beverages,34.49,2,3.45,72.43,2021-06-12,17:00,Credit card,68.98,4.76,3.45,9.2,C00137,45,4,7
INV000895,A,Yangon,Member,Female,Food and beverages,26.21,7,9.17,192.64,2021-06-13,13:45,Credit card,183.47,4.76,9.17,9.2,C00033,20,6,8
INV000896,B,Naypyitaw,Member,Female,Electronic accessories,69.34,6,20.8,436.84,2021-06-14,15:15,Ewallet,416.03999999999996,4.76,20.8,8.8,C00881,46,8,5
INV000897,A,Yangon,Member,Male,Health and beauty,39.87,6,11.96,251.18,2021-06-15,13:30,Cash,239.22,4.76,11.96,6.1,C00397,37,4,15
INV000898,C,Mandalay,Normal,Male,Fashion accessories,42.13,3,6.32,132.71,2021-06-16,17:15,Cash,126.39000000000001,4.76,6.32,7.1,C00608,31,1,17
INV000899,B,Naypyitaw,Member,Male,Electronic accessories,68.14,5,17.04,357.74,2021-06-17,19:30,Ewallet,340.7,4.76,17.04,6.0,C00778,64,4,6
INV000900,A,Yangon,Normal,Male,Fashion accessories,36.12,5,9.03,189.63,2021-06-18,17:45,Ewallet,180.6,4.76,9.03,6.9,C00674,55,9,9
INV000901,C,Mandalay,Member,Male,Electronic accessories,74.61,5,18.65,391.7,2021-06-19,13:30,Ewallet,373.05,4.76,18.65,9.7,C00032,39,3,14
INV000902,B,Naypyitaw,Member,Female,Health and beauty,44.26,3,6.64,139.42,2021-06-20,17:45,Credit card,132.78,4.76,6.64,8.9,C00528,28,8,5
INV000903,C,Mandalay,Member,Male,Electronic accessories,62.78,4,12.56,263.68,2021-06-21,17:30,Credit card,251.12,4.76,12.56,6.4,C00758,34,3,21
INV000904,B,Naypyitaw,Member,Male,Electronic accessories,78.5,4,15.7,329.7,2021-06-22,10:00,Credit card,314.0,4.76,15.7,6.5,C00657,27,2,15
INV000905,B,Naypyitaw,Member,Female,Electronic accessories,77.62,6,23.29,489.01,2021-06-23,17:15,Cash,465.71999999999997,4.76,23.29,7.3,C00964,18,9,19
INV000906,C,Mandalay,Normal,Female,Home and lifestyle,51.84,2,5.18,108.86,2021-06-24,17:00,Cash,103.68,4.76,5.18,7.3,C00797,53,3,9
INV000907,B,Naypyitaw,Normal,Male,Food and beverages,25.62,4,5.12,107.6,2021-06-25,18:30,Ewallet,102.47999999999999,4.76,5.12,9.3,C00310,60,2,22
INV000908,A,Yangon,Member,Male,Food and beverages,27.53,3,4.13,86.72,2021-06-26,11:30,Ewallet,82.59,4.76,4.13,8.2,C00399,34,3,18
INV000909,B,Naypyitaw,Normal,Male,Electronic accessories,72.81,3,10.92,229.35,2021-06-27,18:30,Credit card,218.43,4.76,10.92,7.0,C00097,57,1,17
INV000910,C,Mandalay,Member,Female,Electronic accessories,69.46,5,17.36,364.66,2021-06-28,20:15,Credit card,347.3,4.76,17.36,7.2,C00977,54,3,8
INV000911,A,Yangon,Normal,Male,Fashion accessories,39.3,4,7.86,165.06,2021-06-29,19:15,Cash,157.2,4.76,7.86,6.6,C00564,23,4,16
INV000912,A,Yangon,Normal,Male,Fashion accessories,45.82,4,9.16,192.44,2021-06-30,10:00,Cash,183.28,4.76,9.16,9.4,C00783,36,9,8
INV000913,A,Yangon,Normal,Male,Health and beauty,47.09,4,9.42,197.78,2021-07-01,10:30,Credit card,188.36,4.76,9.42,7.4,C00358,32,7,15
INV000914,A,Yangon,Member,Female,Health and beauty,39.81,4,7.96,167.2,2021-07-02,15:45,Ewallet,159.23999999999998,4.76,7.96,8.9,C00533,20,7,18
INV000915,A,Yangon,Normal,Female,Health and beauty,39.61,2,3.96,83.18,2021-07-03,8:30,Cash,79.22000000000001,4.76,3.96,6.8,C00516,25,2,18
INV000916,B,Naypyitaw,Member,Female,Sports and travel,62.75,3,9.41,197.66,2021-07-04,15:15,Credit card,188.25,4.76,9.41,6.4,C00458,45,6,20
INV000917,B,Naypyitaw,Normal,Female,Electronic accessories,64.6,4,12.92,271.32,2021-07-05,15:00,Credit card,258.4,4.76,12.92,8.4,C00824,59,9,12
INV000918,C,Mandalay,Normal,Male,Health and beauty,37.12,5,9.28,194.88,2021-07-06,10:30,Cash,185.6,4.76,9.28,9.8,C00221,64,6,9
INV000919,B,Naypyitaw,Member,Female,Electronic accessories,68.16,4,13.63,286.27,2021-07-07,14:30,Cash,272.64,4.76,13.63,6.3,C00924,39,8,9
INV000920,A,Yangon,Member,Male,Electronic accessories,66.05,6,19.81,416.11,2021-07-08,12:15,Ewallet,396.3,4.76,19.81,9.5,C00635,30,4,10
INV000921,C,Mandalay,Member,Female,Food and beverages,31.79,3,4.77,100.14,2021-07-09,16:30,Ewallet,95.37,4.76,4.77,6.1,C00608,54,2,24
INV000922,A,Yangon,Member,Male,Fashion accessories,41.98,6,12.59,264.47,2021-07-10,20:45,Cash,251.88000000000002,4.76,12.59,6.6,C00789,21,3,21
INV000923,C,Mandalay,Member,Male,Electronic accessories,75.78,2,7.58,159.14,2021-07-11,11:15,Ewallet,151.55999999999997,4.76,7.58,6.5,C00180,61,3,14
INV000924,B,Naypyitaw,Member,Female,Fashion accessories,44.07,2,4.41,92.55,2021-07-12,10:45,Cash,88.14,4.76,4.41,9.5,C00589,49,9,11
INV000925,B,Naypyitaw,Normal,Female,Home and lifestyle,51.32,3,7.7,161.66,2021-07-13,20:45,Ewallet,153.96,4.76,7.7,7.3,C00275,56,6,24
INV000926,C,Mandalay,Member,Female,Fashion accessories,38.58,6,11.57,243.05,2021-07-14,9:30,Ewallet,231.48000000000002,4.76,11.57,8.7,C00885,18,6,11
INV000927,A,Yangon,Member,Female,Health and beauty,39.71,6,11.91,250.17,2021-07-15,8:30,Ewallet,238.26,4.76,11.91,8.2,C00170,63,5,12
INV000928,C,Mandalay,Member,Male,Fashion accessories,46.05,3,6.91,145.06,2021-07-16,11:00,Ewallet,138.15,4.76,6.91,7.7,C00794,30,4,13
INV000929,B,Naypyitaw,Member,Male,Electronic accessories,61.22,3,9.18,192.84,2021-07-17,15:15,Cash,183.66,4.76,9.18,9.8,C00799,64,2,6
INV000930,B,Naypyitaw,Normal,Female,Fashion accessories,45.25,3,6.79,142.54,2021-07-18,20:30,Cash,135.75,4.76,6.79,7.4,C00605,23,1,18
INV000931,B,Naypyitaw,Normal,Male,Food and beverages,25.41,5,6.35,133.4,2021-07-19,8:45,Ewallet,127.05000000000001,4.76,6.35,8.5,C00447,55,3,23
INV000932,C,Mandalay,Member,Female,Food and beverages,20.5,1,1.03,21.53,2021-07-20,10:15,Ewallet,20.5,4.76,1.03,8.3,C00269,53,9,18
INV000933,B,Naypyitaw,Normal,Female,Home and lifestyle,44.65,5,11.16,234.41,2021-07-21,14:45,Credit card,223.25,4.76,11.16,9.4,C00064,43,8,6
INV000934,B,Naypyitaw,Normal,Male,Health and beauty,37.75,3,5.66,118.91,2021-07-22,15:30,Ewallet,113.25,4.76,5.66,7.1,C00199,44,4,6
INV000935,C,Mandalay,Member,Male,Health and beauty,51.19,6,15.36,322.5,2021-07-23,11:00,Cash,307.14,4.76,15.36,8.4,C00007,62,2,14
INV000936,C,Mandalay,Normal,Male,Fashion accessories,33.98,6,10.19,214.07,2021-07-24,20:00,Cash,203.88,4.76,10.19,6.4,C00534,26,1,12
INV000937,A,Yangon,Normal,Female,Food and beverages,20.72,2,2.07,43.51,2021-07-25,18:30,Ewallet,41.44,4.76,2.07,7.5,C00495,61,6,5
INV000938,C,Mandalay,Member,Female,Sports and travel,53.12,4,10.62,223.1,2021-07-26,13:30,Ewallet,212.48,4.76,10.62,8.0,C00871,36,4,15
INV000939,A,Yangon,Member,Female,Food and beverages,31.97,2,3.2,67.14,2021-07-27,9:30,Ewallet,63.94,4.76,3.2,8.7,C00898,32,1,20
INV000940,B,Naypyitaw,Normal,Female,Electronic accessories,75.16,5,18.79,394.59,2021-07-28,9:30,Cash,375.79999999999995,4.76,18.79,8.4,C00810,19,9,14
INV000941,B,Naypyitaw,Member,Male,Health and beauty,31.68,5,7.92,166.32,2021-07-29,8:15,Credit card,158.4,4.76,7.92,8.0,C00392,25,7,15
INV000942,A,Yangon,Normal,Male,Fashion accessories,39.76,3,5.96,125.24,2021-07-30,11:00,Cash,119.28,4.76,5.96,7.3,C00200,51,9,8
INV000943,B,Naypyitaw,Member,Male,Home and lifestyle,51.34,5,12.84,269.54,2021-07-31,17:30,Credit card,256.70000000000005,4.76,12.84,9.7,C00818,53,6,17
INV000944,B,Naypyitaw,Member,Female,Sports and travel,60.4,5,15.1,317.1,2021-08-01,9:15,Credit card,302.0,4.76,15.1,6.5,C00384,43,9,12
INV000945,C,Mandalay,Normal,Male,Electronic accessories,70.93,2,7.09,148.95,2021-08-02,13:15,Cash,141.85999999999999,4.76,7.09,9.7,C00171,53,5,20
INV000946,A,Yangon,Member,Male,Health and beauty,32.65,3,4.9,102.85,2021-08-03,9:45,Ewallet,97.94999999999999,4.76,4.9,7.1,C00971,42,4,14
INV000947,A,Yangon,Member,Male,Home and lifestyle,48.38,5,12.1,254.0,2021-08-04,17:00,Ewallet,241.9,4.76,12.1,9.7,C00518,22,2,15
INV000948,B,Naypyitaw,Member,Female,Health and beauty,40.53,6,12.16,255.34,2021-08-05,9:00,Credit card,243.18,4.76,12.16,9.5,C00308,34,9,24
INV000949,A,Yangon,Member,Male,Electronic accessories,63.51,4,12.7,266.74,2021-08-06,15:00,Cash,254.04000000000002,4.76,12.7,6.0,C00176,62,7,8
INV000950,C,Mandalay,Member,Female,Health and beauty,32.69,8,13.08,274.6,2021-08-07,17:15,Credit card,261.52000000000004,4.76,13.08,7.8,C00443,30,4,20
INV000951,C,Mandalay,Member,Male,Food and beverages,37.59,6,11.28,236.82,2021-08-08,17:45,Credit card,225.54,4.76,11.28,7.1,C00028,21,4,5
INV000952,A,Yangon,Member,Male,Health and beauty,41.43,9,18.64,391.51,2021-08-09,12:30,Credit card,372.87,4.76,18.64,8.8,C00681,64,5,6
INV000953,A,Yangon,Normal,Male,Home and lifestyle,46.38,5,11.6,243.5,2021-08-10,15:00,Ewallet,231.9,4.76,11.6,7.6,C00353,62,8,22
INV000954,A,Yangon,Normal,Male,Fashion accessories,43.42,6,13.03,273.55,2021-08-11,9:15,Credit card,260.52000000000004,4.76,13.03,9.3,C00949,61,7,11
INV000955,B,Naypyitaw,Normal,Male,Food and beverages,27.57,3,4.14,86.85,2021-08-12,15:00,Cash,82.71,4.76,4.14,8.1,C00656,21,9,6
INV000956,B,Naypyitaw,Member,Female,Fashion accessories,39.45,5,9.86,207.11,2021-08-13,11:15,Cash,197.25,4.76,9.86,6.8,C00238,25,3,22
INV000957,C,Mandalay,Member,Male,Home and lifestyle,48.9,6,14.67,308.07,2021-08-14,14:00,Ewallet,293.4,4.76,14.67,7.6,C00646,35,8,19
INV000958,C,Mandalay,Normal,Female,Electronic accessories,71.17,3,10.68,224.19,2021-08-15,20:15,Cash,213.51,4.76,10.68,9.7,C00060,56,6,22
INV000959,C,Mandalay,Normal,Female,Home and lifestyle,41.93,3,6.29,132.08,2021-08-16,19:45,Credit card,125.79,4.76,6.29,9.8,C00458,55,9,11
INV000960,C,Mandalay,Normal,Male,Electronic accessories,82.14,3,12.32,258.74,2021-08-17,11:00,Credit card,246.42000000000002,4.76,12.32,7.2,C00807,47,5,21
INV000961,B,Naypyitaw,Normal,Male,Food and beverages,28.81,5,7.2,151.25,2021-08-18,14:00,Credit card,144.05,4.76,7.2,9.6,C00898,54,1,22
INV000962,C,Mandalay,Member,Female,Fashion accessories,46.64,4,9.33,195.89,2021-08-19,17:45,Ewallet,186.55999999999997,4.76,9.33,7.4,C00854,43,7,11
INV000963,C,Mandalay,Member,Female,Sports and travel,66.47,5,16.62,348.97,2021-08-20,10:15,Cash,332.35,4.76,16.62,8.7,C00408,46,2,24
INV000964,C,Mandalay,Member,Female,Electronic accessories,76.39,4,15.28,320.84,2021-08-21,19:30,Cash,305.56,4.76,15.28,9.9,C00991,40,1,13
INV000965,A,Yangon,Member,Male,Fashion accessories,44.36,3,6.65,139.73,2021-08-22,8:30,Ewallet,133.07999999999998,4.76,6.65,7.5,C00387,19,3,13
INV000966,C,Mandalay,Member,Male,Food and beverages,22.95,8,9.18,192.78,2021-08-23,18:15,Cash,183.6,4.76,9.18,9.5,C00647,25,8,12
INV000967,C,Mandalay,Normal,Male,Fashion accessories,56.48,2,5.65,118.61,2021-08-24,17:00,Ewallet,112.96,4.76,5.65,8.7,C00493,32,6,20
INV000968,B,Naypyitaw,Member,Female,Sports and travel,66.43,7,23.25,488.26,2021-08-25,8:00,Ewallet,465.01,4.76,23.25,8.2,C00029,46,7,15
INV000969,A,Yangon,Normal,Female,Fashion accessories,43.71,6,13.11,275.37,2021-08-26,17:15,Ewallet,262.26,4.76,13.11,6.2,C00627,43,2,15
INV000970,C,Mandalay,Normal,Male,Electronic accessories,67.51,5,16.88,354.43,2021-08-27,15:15,Credit card,337.55,4.76,16.88,8.0,C00156,64,2,10
INV000971,C,Mandalay,Normal,Male,Food and beverages,30.48,2,3.05,64.01,2021-08-28,13:30,Credit card,60.96000000000001,4.76,3.05,7.1,C00463,40,6,13
INV000972,B,Naypyitaw,Member,Male,Fashion accessories,46.01,3,6.9,144.93,2021-08-29,18:15,Credit card,138.03,4.76,6.9,9.1,C00146,44,2,21
INV000973,C,Mandalay,Member,Male,Food and beverages,26.87,6,8.06,169.28,2021-08-30,10:00,Cash,161.22,4.76,8.06,6.5,C00374,21,8,6
INV000974,B,Naypyitaw,Normal,Female,Food and beverages,24.35,6,7.31,153.41,2021-08-31,18:15,Cash,146.1,4.76,7.31,7.1,C00499,55,1,15
INV000975,A,Yangon,Member,Male,Electronic accessories,68.42,3,10.26,215.52,2021-09-01,9:00,Ewallet,205.26000000000002,4.76,10.26,9.2,C00518,48,5,12
INV000976,B,Naypyitaw,Member,Male,Food and beverages,29.89,5,7.47,156.92,2021-09-02,9:00,Ewallet,149.45,4.76,7.47,6.4,C00212,34,2,7
INV000977,C,Mandalay,Normal,Male,Electronic accessories,72.63,4,14.53,305.05,2021-09-03,18:00,Cash,290.52000000000004,4.76,14.53,9.3,C00665,37,9,6
INV000978,A,Yangon,Normal,Female,Sports and travel,62.94,3,9.44,198.26,2021-09-04,10:00,Ewallet,188.82,4.76,9.44,6.0,C00255,32,9,18
INV000979,A,Yangon,Normal,Female,Home and lifestyle,47.73,5,11.93,250.58,2021-09-05,17:30,Ewallet,238.65,4.76,11.93,9.8,C00928,47,4,13
INV000980,B,Naypyitaw,Member,Male,Sports and travel,64.23,2,6.42,134.88,2021-09-06,10:15,Credit card,128.46,4.76,6.42,6.0,C00543,50,7,13
INV000981,C,Mandalay,Member,Female,Health and beauty,36.08,3,5.41,113.65,2021-09-07,10:30,Ewallet,108.24000000000001,4.76,5.41,7.5,C00775,36,7,9
INV000982,C,Mandalay,Member,Male,Food and beverages,33.57,5,8.39,176.24,2021-09-08,18:00,Ewallet,167.85000000000002,4.76,8.39,6.8,C00168,52,2,8
INV000983,B,Naypyitaw,Normal,Female,Home and lifestyle,48.3,5,12.08,253.58,2021-09-09,18:00,Cash,241.5,4.76,12.08,8.3,C00205,18,6,10
INV000984,B,Naypyitaw,Member,Female,Food and beverages,30.0,2,3.0,63.0,2021-09-10,15:15,Credit card,60.0,4.76,3.0,7.9,C00556,23,7,12
INV000985,A,Yangon,Member,Female,Fashion accessories,44.79,3,6.72,141.09,2021-09-11,18:00,Cash,134.37,4.76,6.72,9.0,C00515,40,2,19
INV000986,A,Yangon,Normal,Male,Food and beverages,28.32,7,9.91,208.15,2021-09-12,8:15,Credit card,198.24,4.76,9.91,6.6,C00759,52,9,9
INV000987,C,Mandalay,Member,Female,Health and beauty,37.03,5,9.26,194.41,2021-09-13,12:45,Credit card,185.15,4.76,9.26,6.1,C00284,48,6,18
INV000988,B,Naypyitaw,Member,Male,Health and beauty,37.89,3,5.68,119.35,2021-09-14,16:45,Ewallet,113.66999999999999,4.76,5.68,9.4,C00571,54,2,15
INV000989,B,Naypyitaw,Normal,Male,Fashion accessories,50.53,3,7.58,159.17,2021-09-15,10:30,Ewallet,151.58999999999997,4.76,7.58,9.1,C00733,25,1,13
INV000990,C,Mandalay,Normal,Female,Health and beauty,27.62,4,5.52,116.0,2021-09-16,11:45,Ewallet,110.48,4.76,5.52,6.9,C00399,23,5,9
INV000991,A,Yangon,Normal,Female,Home and lifestyle,48.84,6,14.65,307.69,2021-09-17,15:45,Credit card,293.04,4.76,14.65,9.8,C00985,24,3,11
INV000992,A,Yangon,Member,Male,Fashion accessories,44.1,3,6.62,138.92,2021-09-18,11:00,Credit card,132.29999999999998,4.76,6.62,7.4,C00580,22,2,14
INV000993,A,Yangon,Normal,Male,Fashion accessories,45.6,4,9.12,191.52,2021-09-19,17:30,Ewallet,182.4,4.76,9.12,8.3,C00523,24,8,6
INV000994,C,Mandalay,Member,Female,Food and beverages,31.09,4,6.22,130.58,2021-09-20,8:15,Credit card,124.36000000000001,4.76,6.22,8.4,C00746,20,5,23
INV000995,C,Mandalay,Member,Female,Electronic accessories,69.83,5,17.46,366.61,2021-09-21,16:15,Credit card,349.15000000000003,4.76,17.46,9.2,C00963,32,4,17
INV000996,A,Yangon,Normal,Male,Health and beauty,38.42,2,3.84,80.68,2021-09-22,15:00,Ewallet,76.84,4.76,3.84,8.4,C00767,39,5,18
INV000997,B,Naypyitaw,Member,Male,Fashion accessories,44.38,4,8.88,186.4,2021-09-23,18:15,Credit card,177.52,4.76,8.88,7.3,C00832,18,6,12
INV000998,A,Yangon,Normal,Female,Electronic accessories,74.83,2,7.48,157.14,2021-09-24,11:00,Credit card,149.66,4.76,7.48,7.5,C00658,37,8,5
INV000999,C,Mandalay,Member,Male,Home and lifestyle,58.15,2,5.82,122.12,2021-09-25,8:00,Ewallet,116.30000000000001,4.76,5.82,7.7,C00368,57,3,15
INV001000,B,Naypyitaw,Member,Female,Health and beauty,38.52,5,9.63,202.23,2021-09-26,13:30,Ewallet,192.6,4.76,9.63,7.2,C00394,60,3,18
INV001001,A,Yangon,Member,Male,Home and lifestyle,44.34,4,8.87,186.23,2021-09-27,13:15,Ewallet,177.35999999999999,4.76,8.87,8.6,C00624,52,5,19
INV001002,B,Naypyitaw,Member,Male,Sports and travel,53.27,4,10.65,223.73,2021-09-28,13:00,Cash,213.07999999999998,4.76,10.65,7.7,C00328,51,6,20
INV001003,A,Yangon,Normal,Male,Fashion accessories,56.34,6,16.9,354.94,2021-09-29,17:45,Ewallet,338.04,4.76,16.9,9.7,C00211,41,9,8
INV001004,A,Yangon,Member,Female,Health and beauty,40.94,4,8.19,171.95,2021-09-30,12:15,Credit card,163.76,4.76,8.19,6.3,C00081,19,3,5
INV001005,A,Yangon,Normal,Female,Electronic accessories,70.97,2,7.1,149.04,2021-10-01,10:00,Cash,141.94,4.76,7.1,9.5,C00077,42,5,11
INV001006,A,Yangon,Normal,Female,Sports and travel,58.85,7,20.6,432.55,2021-10-02,8:45,Credit card,411.95,4.76,20.6,6.5,C00090,43,4,15
INV001007,C,Mandalay,Member,Male,Home and lifestyle,53.91,2,5.39,113.21,2021-10-03,8:45,Cash,107.82,4.76,5.39,9.9,C00511,43,2,8
INV001008,A,Yangon,Member,Male,Home and lifestyle,54.62,2,5.46,114.7,2021-10-04,19:15,Ewallet,109.24000000000001,4.76,5.46,9.5,C00942,64,6,18
INV001009,B,Naypyitaw,Member,Male,Sports and travel,73.01,5,18.25,383.3,2021-10-05,9:15,Ewallet,365.05,4.76,18.25,6.0,C00230,44,5,13
INV001010,B,Naypyitaw,Normal,Male,Food and beverages,40.84,7,14.29,300.17,2021-10-06,19:45,Cash,285.88,4.76,14.29,7.7,C00931,25,7,8
INV001011,A,Yangon,Member,Female,Home and lifestyle,49.15,3,7.37,154.82,2021-10-07,10:30,Cash,147.45,4.76,7.37,9.8,C00322,62,9,11
INV001012,A,Yangon,Normal,Male,Home and lifestyle,54.73,4,10.95,229.87,2021-10-08,10:00,Cash,218.92000000000002,4.76,10.95,8.0,C00150,30,7,5
INV001013,A,Yangon,Normal,Male,Fashion accessories,46.4,4,9.28,194.88,2021-10-09,15:15,Cash,185.6,4.76,9.28,8.8,C00510,32,1,17
INV001014,C,Mandalay,Member,Male,Sports and travel,64.04,2,6.4,134.48,2021-10-10,17:00,Cash,128.07999999999998,4.76,6.4,6.3,C00880,27,1,9
INV001015,C,Mandalay,Normal,Female,Electronic accessories,69.49,4,13.9,291.86,2021-10-11,18:45,Cash,277.96000000000004,4.76,13.9,6.8,C00737,48,9,9
INV001016,B,Naypyitaw,Member,Female,Electronic accessories,63.33,4,12.67,265.99,2021-10-12,17:45,Ewallet,253.32000000000002,4.76,12.67,6.6,C00686,51,4,11
INV001017,C,Mandalay,Normal,Female,Fashion accessories,49.88,3,7.48,157.12,2021-10-13,14:30,Ewallet,149.64000000000001,4.76,7.48,9.6,C00451,23,7,10
INV001018,C,Mandalay,Normal,Female,Fashion accessories,56.67,6,17.0,357.02,2021-10-14,11:15,Cash,340.02,4.76,17.0,7.7,C00317,53,2,11
INV001019,C,Mandalay,Member,Male,Home and lifestyle,52.65,2,5.27,110.57,2021-10-15,17:30,Credit card,105.3,4.76,5.27,9.3,C00433,53,6,19
INV001020,B,Naypyitaw,Member,Female,Home and lifestyle,42.21,5,10.55,221.6,2021-10-16,17:45,Ewallet,211.04999999999998,4.76,10.55,9.4,C00779,37,5,13
INV001021,A,Yangon,Normal,Male,Home and lifestyle,51.75,3,7.76,163.01,2021-10-17,16:30,Cash,155.25,4.76,7.76,9.1,C00980,49,7,11
INV001022,C,Mandalay,Normal,Female,Food and beverages,31.71,3,4.76,99.89,2021-10-18,20:45,Ewallet,95.13,4.76,4.76,7.7,C00465,19,6,16
INV001023,B,Naypyitaw,Normal,Male,Food and beverages,25.64,3,3.85,80.77,2021-10-19,11:00,Credit card,76.92,4.76,3.85,7.8,C00051,58,5,23
INV001024,A,Yangon,Member,Female,Health and beauty,48.45,2,4.85,101.75,2021-10-20,12:30,Ewallet,96.9,4.76,4.85,6.0,C00061,55,8,17
INV001025,B,Naypyitaw,Member,Female,Electronic accessories,76.65,2,7.67,160.97,2021-10-21,18:00,Cash,153.3,4.76,7.67,9.5,C00484,59,6,9
INV001026,C,Mandalay,Member,Male,Electronic accessories,65.56,5,16.39,344.19,2021-10-22,19:00,Cash,327.8,4.76,16.39,8.4,C00916,63,2,12
